Domain,MBFC factual,MBFC,PF,BF,FC,WI,Site Rank,Yr online,Name,Media Bias/Fact Check page,Wikipedia article,HTTP,URL,,iffy,ID,✓
oreillypost.com,,,,1,,,,2017,Oreilly Post,,,200,https://oreillypost.com/,,0,2097,↗
organicconsumers.org,low,CP,,,,,159175,1998,Organic Consumers Association,https://mediabiasfactcheck.com/organic-consumers-association/,https://en.wikipedia.org/wiki/Organic_Consumers_Association,200,https://www.organicconsumers.org/,20,1,2512,↗
organicfacts.net,mixed,CP,,,,,130435,2019,Organic Facts,https://mediabiasfactcheck.com/organic-facts/,,200,https://www.organicfacts.net/,,,4899,↗
other98.com,low,QS,,,,,1203733,2010,The Other 98%,https://mediabiasfactcheck.com/the-other-98/,,200,https://other98.com/,,1,716,↗
outragedpatriot.com,low,QS,,,,,225821,2019,Outraged Patriot,https://mediabiasfactcheck.com/outraged-patriot/,,200,https://outragedpatriot.com/,,1,4690,↗
overpassesforamerica.com,low,QS,,,,,7167184,2013,Overpasses for America,https://mediabiasfactcheck.com/overpasses-for-america/,,200,https://www.overpassesforamerica.com/,,1,1758,↗
oye.news,low,CP,,,,,1793791,,Oye.news,https://mediabiasfactcheck.com/oye-news/,,200,https://oye.news/,0,1,2358,↗
pacificpundit.com,low,QS,,,,,718857,2012,Pacific Pundit,https://mediabiasfactcheck.com/pacific-pundit/,,200,https://www.pacificpundit.com/,0,1,1759,↗
pakalertpress.com,low,CP,,,,,5023384,2009,Pak Alert Press,https://mediabiasfactcheck.com/pak-alert-press/,,200,https://www.pakalertpress.com/,,1,718,↗
pandemic.news,very-low,CP,,,,,227086,2018,Pandemic News,https://mediabiasfactcheck.com/pandemic-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://pandemic.news/,5,1,2677,↗
pantsonfirenews.com,low,QS,,,,,344493,2019,Pants on Fire News,https://mediabiasfactcheck.com/pants-on-fire-news/,,200,https://pantsonfirenews.com/,,1,2359,↗
patribotics.blog,low,QS,,,,,402918,,Patribotics Blog,https://mediabiasfactcheck.com/patribotics-blog/,https://en.wikipedia.org/wiki/Patribotics,200,https://patribotics.blog/,,1,1762,↗
patriotcrier.com,,,fake-news,,,,3794223,2015,Patriot Crier,,,200,https://patriotcrier.com/,,0,723,↗
patriotfires.com,low,QS,,,,,18546520,2016,Patriot Fires,https://mediabiasfactcheck.com/patriot-fires/,,200,https://www.patriotfires.com/,,1,1763,↗
patrioticviralnews.com,low,QS,,,,,382673,2016,Patriotic Viral News,https://mediabiasfactcheck.com/patriotic-viral-news/,,200,https://www.patrioticviralnews.com/,,1,1765,↗
patriotjournal.org,mixed,QS,,,,,130225,2016,Patriot Journal,https://mediabiasfactcheck.com/patriot-journal/,,200,https://patriotjournal.org/,49.5,,2477,↗
patriots4truth.org,very-low,CP,,,,,1774180,2017,Patriots For Truth,https://mediabiasfactcheck.com/patriots-for-truth/,,200,https://patriots4truth.org/,,1,4761,↗
pcmustdie.com,low,QS,,,,,1586293,2019,PC Must Die News,https://mediabiasfactcheck.com/pc-must-die-news/,,200,https://pcmustdie.com/,,1,2361,↗
peacedata.net,mixed,QS,,,,1,440166,2019,PeaceData,https://mediabiasfactcheck.com/peacedata/,https://en.wikipedia.org/wiki/Peace_Data,302,http://peacedata.net/,7.5,,4929,↗
perezhilton.com,mixed,QS,,,,,10051,2005,Perez Hilton,https://mediabiasfactcheck.com/perez-hilton/,https://en.wikipedia.org/wiki/Perez_Hilton,200,https://perezhilton.com/,29.5,,2493,↗
personalliberty.com,low,QS,,,,,785189,,Personal Liberty,https://mediabiasfactcheck.com/personal-liberty/,,200,https://personalliberty.com/,,1,1767,↗
peta.org,mixed,CP,,,,,19834,1995,PETA,https://mediabiasfactcheck.com/peta-people-for-the-ethical-treatment-of-animals/,https://en.wikipedia.org/wiki/People_for_the_Ethical_Treatment_of_Animals,200,https://www.peta.org/,57,,1522,↗
pjmedia.com,mixed,QS,,,,,9988,1999,PJ Media,https://mediabiasfactcheck.com/pj-media/,https://en.wikipedia.org/wiki/PJ_Media,200,https://pjmedia.com/,57,,733,↗
politifact.news,low,QS,,,,,16319992,,Poltifact News,https://mediabiasfactcheck.com/politifact-news/,,200,https://politifact.news/,,1,1776,↗
pop.org,low,QS,,,,,622251,1996,Population Research Institute,https://mediabiasfactcheck.com/population-research-institute/,https://en.wikipedia.org/wiki/Population_Research_Institute,200,https://www.pop.org/,,1,2363,↗
populartechnology.net,mixed,CP,,,,,1915244,2005,Popular Technology,https://mediabiasfactcheck.com/popular-technology/,,200,http://www.populartechnology.net/,,,1523,↗
postcard.news,,,some-fake,,,,101999,,Post Card News,,,200,https://postcard.news/,,0,757,↗
postillon.com,(satire),S,,,1,,8934043,1997,The Postillion,https://mediabiasfactcheck.com/the-postillion/,,302,https://postillon.com/,,,758,↗
powderedwigsociety.com,low,QS,,,,,1281466,2013,Powdered Wig Society,https://mediabiasfactcheck.com/powdered-wig-society/,,200,https://powderedwigsociety.com/,0,1,1777,↗
prageru.com,low,QS,,,,,70515,,PragerU,https://mediabiasfactcheck.com/prageru/,https://en.wikipedia.org/wiki/PragerU,200,https://www.prageru.com/,,1,2364,↗
pravdareport.com,very-low,QS,,,,,95427,2015,Pravda Report,https://mediabiasfactcheck.com/pravda-report/,https://en.wikipedia.org/wiki/Pravda,200,https://www.pravdareport.com/,7.5,1,763,↗
prepareforchange.net,low,CP,,,,,150007,2013,Prepare for Change,https://mediabiasfactcheck.com/prepare-for-change/,,200,https://prepareforchange.net/,,1,2365,↗
pressfortruth.ca,mixed,CP,,,,,1129244,2007,Press for Truth,https://mediabiasfactcheck.com/press-for-truth/,,200,https://pressfortruth.ca/,,,1524,↗
presstv.com,low,QS,,,,,9605,2002,Press TV,https://mediabiasfactcheck.com/press-tv/,https://en.wikipedia.org/wiki/Press_TV,200,https://www.presstv.com/,17.5,1,767,↗
pressunion.org,,,,1,,,,2016,Press Union,,,200,https://pressunion.org/,,0,2146,↗
principia-scientific.org,low,CP,,,,,445805,,Principia Scientific International,https://mediabiasfactcheck.com/principia-scientific-international/,,200,https://principia-scientific.org/,,1,1525,↗
prisonplanet.com,very-low,CP,,,,,62113,2001,Prison Planet,https://mediabiasfactcheck.com/prison-planet/,https://en.wikipedia.org/wiki/Alex_Jones,200,https://www.prisonplanet.com/,,1,769,↗
prntly.com,low,QS,fake-news,,,1,623406,2014,Prntly,https://mediabiasfactcheck.com/prntly/,https://en.wikipedia.org/wiki/Prntly,200,https://prntly.com/,12.5,1,771,↗
profam.org,low,QS,,,,,8988247,1997,International Organization for the Family (IOF),https://mediabiasfactcheck.com/international-organization-for-the-family-iof/,,200,https://profam.org/,,1,1705,↗
progressivestoday.com,low,QS,,,,,20000000,,Progressives Today,https://mediabiasfactcheck.com/progressives-today/,,200,https://progressivestoday.com/,,1,774,↗
prophecynewswatch.com,low,CP,,,,,236817,2002,Prophecy News Watch,https://mediabiasfactcheck.com/prophecy-news-watch/,,302,http://prophecynewswatch.com/,,1,1526,↗
prophecytoday.com,low,CP,,,,,1021648,1998,Prophecy Today,https://mediabiasfactcheck.com/prophecy-today/,,200,http://prophecytoday.com/,,1,1527,↗
propornot.com,mixed,CP,,,,,2048899,2016,Prop or Not,https://mediabiasfactcheck.com/prop-or-not/,https://en.wikipedia.org/wiki/PropOrNot,200,http://www.propornot.com//p/home.html,,,1528,↗
protothema.gr,mixed,QS,,,,,1301,,Proto Thema,https://mediabiasfactcheck.com/proto-thema/,https://en.wikipedia.org/wiki/Proto_Thema,200,https://www.protothema.gr/,,,4730,↗
protrumpnews.com,low,QS,,,,,218607,2019,Pro Trump News,https://mediabiasfactcheck.com/pro-trump-news/,,200,https://protrumpnews.com/,,1,2366,↗
puppetstringnews.com,low,QS,fake-news,,1,,490867,2016,Puppet String News,https://mediabiasfactcheck.com/puppet-string-news/,,200,https://www.puppetstringnews.com/,7.5,1,782,↗
qanon.pub,very-low,CP,,,,,44694,,QAnon.pub,https://mediabiasfactcheck.com/qanon-pub/,,200,https://qanon.pub/,,1,2367,↗
quillette.com,mixed,QS,,,,,26446,2015,Quillette,https://mediabiasfactcheck.com/quillette/,https://en.wikipedia.org/wiki/Quillette,200,https://quillette.com/,,,2537,↗
rapturenewsnetwork.com,low,CP,,,,,4761272,2016,Rapture News Network,https://mediabiasfactcheck.com/rapture-news-network/,,200,https://www.rapturenewsnetwork.com/,,1,1529,↗
rawconservativeopinions.com,mixed,QS,,,,,106672,2016,Raw Conservative Opinions,https://mediabiasfactcheck.com/raw-conservative-opinions/,,200,https://rawconservativeopinions.com/,,,4917,↗
realclimatescience.com,low,CP,,,,,299724,2015,Real Climate Science,https://mediabiasfactcheck.com/real-climate-science/,,200,https://realclimatescience.com/,,1,2368,↗
realfarmacy.com,low,CP,,,,,85569,2013,RealFarmacy,https://mediabiasfactcheck.com/realfarmacy/,,200,https://realfarmacy.com/,12.5,1,789,↗
realjewnews.com,low,CP,,,,,432297,2007,Real Jew News,https://mediabiasfactcheck.com/real-jew-news/,,200,https://realjewnews.com/,,1,1530,↗
realnews24.com,low,CP,,,,,2902001,,Real News 24,https://mediabiasfactcheck.com/real-news-24/,,200,http://www.realnews24.com/,,1,1531,↗
realnewsrightnow.com,(satire),S,parody,1,1,,1351510,2015,Real News Right Now,https://mediabiasfactcheck.com/real-news-right-now/,,406,http://realnewsrightnow.com/,,,790,↗
rearfront.com,,,fake-news,,,,67808,2017,RearFront,,,200,https://www.rearfront.com/,,0,793,↗
redbluedivide.com,mixed,QS,,,,,4013083,2016,Red Blue Divide,https://mediabiasfactcheck.com/red-blue-divide/,,200,https://redbluedivide.com/,32,,2474,↗
redice.tv,low,QS,,,,,172575,2014,Red Ice TV,https://mediabiasfactcheck.com/red-ice-tv/,https://en.wikipedia.org/wiki/Red_Ice,200,https://redice.tv/,,1,1789,↗
redorbit.com,mixed,QS,,,,,152645,1999,Red Orbit,https://mediabiasfactcheck.com/redorbit/,,200,https://www.redorbit.com/,,,4882,↗
redoubtnews.com,mixed,CP,,,,,1890064,2016,Redoubt News,https://mediabiasfactcheck.com/redoubt-news/,,200,https://redoubtnews.com/,,,1532,↗
redstatewatcher.com,low,QS,,,,,87773,2015,Red State Watcher,https://mediabiasfactcheck.com/red-state-watcher/,,200,http://redstatewatcher.com/,7.5,1,801,↗
redwhiteandright.com,low,QS,,,,,8531849,2016,"Red, White and Right",https://mediabiasfactcheck.com/red-white-and-right/,,200,https://redwhiteandright.com/,,1,1797,↗
remnantnewspaper.com,low,QS,,,,,369830,2014,The Remnant Newspaper,https://mediabiasfactcheck.com/the-remnant-magazine/,https://en.wikipedia.org/wiki/The_Remnant_(newspaper),200,https://remnantnewspaper.com/web/index.php,,1,1855,↗
renewamerica.com,low,QS,,,,,493605,,Renew America,https://mediabiasfactcheck.com/renew-america/,https://en.wikipedia.org/wiki/Alan_Keyes,200,http://www.renewamerica.com/,,1,1798,↗
rense.com,very-low,CP,,,,,40996,1999,Rense,https://mediabiasfactcheck.com/rense/,https://en.wikipedia.org/wiki/Jeff_Rense,200,https://rense.com/,,1,808,↗
researchantisemitism.ca,low,QS,,,,,20000000,2017,Center for Research of Radicalism and National Security,https://mediabiasfactcheck.com/centre-for-research-of-radicalism-and-national-security-crrns/,,200,http://researchantisemitism.ca/,,1,1622,↗
responsibletechnology.org,mixed,CP,,,,,386678,,Institute for Responsible Technology,https://mediabiasfactcheck.com/institute-for-responsible-technology/,,200,https://responsibletechnology.org/,,,811,↗
returnofkings.com,low,QS,,,,,27269,2012,Return of Kings,https://mediabiasfactcheck.com/return-of-kings/,,200,https://www.returnofkings.com/,,1,812,↗
returntonow.net,low,CP,,,,,73190,2019,Return to Now,https://mediabiasfactcheck.com/return-to-now/,,200,https://returntonow.net/,20,1,2370,↗
revolutionradio.org,low,CP,,,,,2550078,2003,Revolution Radio,https://mediabiasfactcheck.com/revolution-radio/,,200,http://revolutionradio.org/,,1,1533,↗
revolver.news,mixed,QS,,,,,31224,2020,Revolver.News,https://mediabiasfactcheck.com/revolver-news/,,200,https://www.revolver.news/,39.5,,4930,↗
righterway.com,low,QS,,,,,20000000,2017,Righter Way,https://mediabiasfactcheck.com/righter-way/,,200,https://righterway.com/,,1,2696,↗
rightsmarts.com,mixed,QS,,,,,4231707,2016,Right Smarts,https://mediabiasfactcheck.com/right-smarts/,,200,https://rightsmarts.com/,,,1801,↗
rightwing.news,low,QS,,,,,2311878,2018,Right Wing News (rightwing.news),https://mediabiasfactcheck.com/right-wing-news-rightwing-news/,,200,https://rightwing.news/,32.5,1,2494,↗
rightwingnews.com,low,QS,,,,,385679,2000,Right Side News,https://mediabiasfactcheck.com/right-wing-news/,,200,https://rightwingnews.com/,32.5,1,820,↗
rightwingtribune.com,low,QS,,,1,,320218,2015,Right Wing Tribune,https://mediabiasfactcheck.com/right-wing-tribune/,,200,https://rightwingtribune.com/,40,1,1358,↗
rinf.com,low,QS,,,,,1537065,2003,RINF,https://mediabiasfactcheck.com/rinf/,https://en.wikipedia.org/wiki/RINF,301,http://rinf.com/,,1,823,↗
riverregiontimes.com,mixed,QS,,,,,20000000,2019,River Region Times,https://mediabiasfactcheck.com/river-region-times/,,200,https://riverregiontimes.com/,32,,4947,↗
rodong.rep.kp,mixed,QS,,,,,73293,,Rodong Sinmun (North Korea),https://mediabiasfactcheck.com/rodong-sinmun-north-korea/,https://en.wikipedia.org/wiki/Rodong_Sinmun,302,http://rodong.rep.kp/,,,1804,↗
rogue-nation3.com,,,fake-news,,,,5808163,2016,Rogue Nation,,,200,http://rogue-nation3.com/,,0,826,↗
rt.com,very-low,QS,,,,,294,1991,RT News,https://mediabiasfactcheck.com/rt-news/,https://en.wikipedia.org/wiki/RT_(TV_network),200,https://www.rt.com/,32.5,1,1161,↗
rudaw.net,mixed,QS,,,,,4448,2019,Rudaw,https://mediabiasfactcheck.com/rudaw/,https://en.wikipedia.org/wiki/Rudaw_Media_Network,200,https://rudaw.net/,,,4883,↗
ruptly.tv,mixed,QS,,,,,52641,2012,Ruptly,https://mediabiasfactcheck.com/ruptly/,https://en.wikipedia.org/wiki/Ruptly,302,https://ruptly.tv/,25,,830,↗
rushlimbaugh.com,very-low,QS,,,,,31084,1995,The Rush Limbaugh Show,https://mediabiasfactcheck.com/rushlimbaugh-com/,https://en.wikipedia.org/wiki/The_Rush_Limbaugh_Show,200,https://www.rushlimbaugh.com/,12.5,1,2473,↗
russia-insider.com,low,QS,,,,,22909,2014,Russia Insider,https://mediabiasfactcheck.com/russia-insider/,https://en.wikipedia.org/wiki/Russia_Insider,200,https://russia-insider.com/en,,1,831,↗
ruthinstitute.org,mixed,QS,,,,,2516823,2015,Ruth Institute,https://mediabiasfactcheck.com/ruth-institute/,https://en.wikipedia.org/wiki/Jennifer_Roback_Morse,200,http://www.ruthinstitute.org/,,,1805,↗
sanevax.org,low,CP,,,,,1527914,,SaneVax,https://mediabiasfactcheck.com/sanevax/,,200,https://sanevax.org/,,1,1534,↗
savethemales.ca,low,CP,,,,,857663,2001,Henry Makow (savethemales.ca),https://mediabiasfactcheck.com/henry-makow-savethemales-ca/,,200,https://www.savethemales.ca/,,1,1476,↗
science.news,very-low,CP,,,,,2584116,2017,Science.News,https://mediabiasfactcheck.com/science-news-2/,,200,https://science.news/,5,1,4833,↗
sciencevibe.com,mixed,CP,,,,,270173,2014,Science Vibe,https://mediabiasfactcheck.com/science-vibe/,,200,https://sciencevibe.com/,,,1536,↗
scrapetv.com,,,,1,,,8365247,2008,ScrapeTV,,,200,https://scrapetv.com/,,0,2098,↗
secondamendmentdaily.com,low,QS,,,,,402550,2017,2nd Amendment Daily News,https://mediabiasfactcheck.com/2nd-amendment-daily-news/,,200,https://www.secondamendmentdaily.com/,0,1,2371,↗
secureamericanow.org,mixed,QS,,,,,2069947,2010,Secure America Now,https://mediabiasfactcheck.com/secure-america-now/,https://en.wikipedia.org/wiki/Secure_America_Now,200,https://www.secureamericanow.org/,,,4884,↗
sgtreport.com,low,CP,,,,,81343,2010,SGT Report,https://mediabiasfactcheck.com/sgt-report/,,200,https://www.sgtreport.com/,,1,1539,↗
sheepkillers.com,low,CP,,,,,20000000,2008,Sheep Killers,https://mediabiasfactcheck.com/sheep-killers/,,200,http://sheepkillers.com/,,1,840,↗
shoalstoday.com,mixed,QS,,,,,5741535,2019,Shoals Today,https://mediabiasfactcheck.com/shoals-today/,,200,https://shoalstoday.com/,32,,4948,↗
shoebat.com,low,CP,,,,,234007,2004,Shoebat,https://mediabiasfactcheck.com/shoebat/,https://en.wikipedia.org/wiki/Walid_Shoebat,200,http://shoebat.com/,,1,841,↗
shtfplan.com,mixed,QS,,,,,71239,2009,SHTFplan.com,https://mediabiasfactcheck.com/shtfplan-com/,,200,https://www.shtfplan.com/,,,1808,↗
sickchirpse.com,very-low,QS,,,,,184898,2010,Sick Chirpse,https://mediabiasfactcheck.com/sick-chirpse/,,200,https://sickchirpse.com/,15,1,2372,↗
skeptiko.com,very-low,CP,,,,,574910,,Skeptiko,https://mediabiasfactcheck.com/skeptiko/,,200,https://skeptiko.com/,,1,848,↗
smag31.com,,,some-fake,,,,1960449,,Smag,,,200,https://smag31.com/,,0,849,↗
smobserved.com,low,QS,,,,,974694,2011,Santa Monica Observer,https://mediabiasfactcheck.com/santa-monica-observer/,,200,https://www.smobserved.com/,12.5,1,2373,↗
sohu.com,mixed,QS,,,,,7,1998,"Sohu,com",https://mediabiasfactcheck.com/sohu-com/,https://en.wikipedia.org/wiki/Sohu,200,https://www.sohu.com/,,,4926,↗
sonsof1776.com,low,QS,,,,,1031627,2018,Sons of 1776,https://mediabiasfactcheck.com/sons-of-1776/,,200,https://sonsof1776.com/,,1,2374,↗
sott.net,mixed,CP,,,,,24484,2004,Signs of the Times,https://mediabiasfactcheck.com/signs-of-the-times-sott/,,200,https://www.sott.net/,17.5,,1537,↗
southafricatoday.net,mixed,QS,,,,,151504,2014,South Africa Today,https://mediabiasfactcheck.com/south-africa-today/,,200,https://southafricatoday.net/,,,1810,↗
southfront.org,low,CP,,,,,37014,2015,South Front,https://mediabiasfactcheck.com/south-front/,,200,https://southfront.org/,,1,1541,↗
space.news,mixed,CP,,,,,4584279,,Space.News,https://mediabiasfactcheck.com/space-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://space.news/,5,,1542,↗
sputniknews.com,very-low,QS,,,,,630,2011,Sputnik,https://mediabiasfactcheck.com/sputnik-news/,https://en.wikipedia.org/wiki/Sputnik_(news_agency),200,https://sputniknews.com/,12.5,1,862,↗
squawker.org,low,QS,,,,,4140731,2017,Squawker,https://mediabiasfactcheck.com/squawker/,,200,https://squawker.org/,,1,1815,↗
staresattheworld.com,low,QS,,,,,2208490,2009,Stares at the World,https://mediabiasfactcheck.com/stares-at-the-world/,,200,https://www.staresattheworld.com/,,1,1816,↗
stateofthenation2012.com,low,QS,,,,,108514,,State of the Nation 2012,https://mediabiasfactcheck.com/state-of-the-union-2012/,,200,http://stateofthenation2012.com/,,1,1818,↗
steadfastandloyal.com,low,QS,,,,,318774,2017,Steadfast and Loyal,https://mediabiasfactcheck.com/steadfast-and-loyal/,,200,https://steadfastandloyal.com/,,1,1819,↗
stfnreport.com,mixed,QS,,,,,20000000,2018,Stranger than Fiction News,https://mediabiasfactcheck.com/stranger-than-fiction-news/,,200,http://stfnreport.com/,,,2678,↗
stgeorgegazette.com,(satire),S,fake-news,,1,1,19566617,2018,St. George Gazette,https://mediabiasfactcheck.com/st-george-gazette/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,https://stgeorgegazette.com/,,,864,↗
stillnessinthestorm.com,low,CP,some-fake,,,,84068,2015,Stillness in the Storm,https://mediabiasfactcheck.com/stillness-in-the-storm/,,200,https://stillnessinthestorm.com/,,1,865,↗
stonecoldtruth.com,low,QS,,,,,375390,2015,Stone Cold Truth,https://mediabiasfactcheck.com/stone-cold-truth/,,200,https://stonecoldtruth.com/,,1,1820,↗
stormcloudsgathering.com,low,CP,,,,,1295672,2012,Storm Clouds Gathering,https://mediabiasfactcheck.com/storm-clouds-gathering/,,200,http://stormcloudsgathering.com/,,1,867,↗
stormfront.org,low,CP,,,,,53395,1995,Stormfront,https://mediabiasfactcheck.com/stormfront/,https://en.wikipedia.org/wiki/Stormfront_(website),200,https://www.stormfront.org/forum/,,1,1544,↗
straightstoned.com,,,,1,,,16718003,2016,Straight Stoned,,,200,https://straightstoned.com/,,0,2099,↗
strategic-culture.org,very-low,QS,,,,,138978,,Strategic Culture Foundation,https://mediabiasfactcheck.com/strategic-culture-foundation/,,200,https://www.strategic-culture.org/,12.5,1,2375,↗
stream.org,mixed,CP,,,,,112819,,The Stream,https://mediabiasfactcheck.com/the-stream/,,200,https://stream.org/,57,,1558,↗
stuppid.com,(satire),S,,1,1,1,905939,,Stuppid,https://mediabiasfactcheck.com/stuppid/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,http://stuppid.com/,,,868,↗
subjectpolitics.com,low,QS,,,,,1373482,2012,Subject Politics,https://mediabiasfactcheck.com/subject-politics/,,200,https://subjectpolitics.com/,,1,869,↗
summit.news,low,QS,,,,,50818,,Summit News,https://mediabiasfactcheck.com/summit-news/,,200,https://summit.news/,7.5,1,2544,↗
sundaypost.org,,,,1,,,2927381,2019,SunDayPost,,,200,https://sundaypost.org/,,0,2149,↗
superstation95.com,,,,1,,1,9091864,2015,Super Station 95,,,200,https://www.superstation95.com/,,0,1950,↗
supplementreference.com,very-low,CP,,,,,5487696,2006,SupplementReference.com,https://mediabiasfactcheck.com/supplementreference-com/,,200,https://supplementreference.com/,,1,4834,↗
survivalblog.com,low,QS,,,,,133874,2005,SurvivalBlog.com,https://mediabiasfactcheck.com/survivalblog-com/,https://en.wikipedia.org/wiki/James_Wesley_Rawles,200,https://survivalblog.com/,,1,2376,↗
sustainablepulse.com,low,CP,,,,,585841,2012,Sustainable Pulse,https://mediabiasfactcheck.com/sustainable-pulse/,,200,https://sustainablepulse.com/,,1,1545,↗
swampdrain.com,low,QS,,,,,1175192,2016,SwampDrain.com,https://mediabiasfactcheck.com/swampdrain-com/,,200,https://swampdrain.com/,,1,2377,↗
swarajyamag.com,low,QS,,,,,18044,2014,Swarajya,https://mediabiasfactcheck.com/swarajya/,https://en.wikipedia.org/wiki/Swarajya_(magazine),200,https://swarajyamag.com/,,1,2378,↗
swprs.org,mixed,CP,,,,,20000000,2017,Swiss Policy Research,https://mediabiasfactcheck.com/swiss-policy-research/,https://en.wikipedia.org/wiki/Swiss_Policy_Research,200,https://swprs.org/,17.5,,2707,↗
syrianews.cc,low,QS,,,,,878865,,Syria News,https://mediabiasfactcheck.com/http://mediabiasfactcheck.com/syria-news/,,200,https://www.syrianews.cc/,,1,1826,↗
takimag.com,low,QS,,,,,70587,2007,Taki's Magazine,https://mediabiasfactcheck.com/takis-magazine/,https://en.wikipedia.org/wiki/Taki%27s_Magazine,200,https://www.takimag.com/,,1,1827,↗
talknetwork.com,very-low,CP,,,,,20000000,,TalkNetwork.com,https://mediabiasfactcheck.com/talknetwork-com/,,200,https://talknetwork.com/,5,1,4835,↗
tasnimnews.com,mixed,QS,,,,,1458,2012,Tasnim News Agency,https://mediabiasfactcheck.com/tasnim-news-agency/,https://en.wikipedia.org/wiki/Tasnim_News_Agency,200,https://www.tasnimnews.com/,,,4885,↗
tass.com,mixed,QS,,,,,23577,1993,TASS Russian News Agency,https://mediabiasfactcheck.com/russian-news-agency-tass/,https://en.wikipedia.org/wiki/TASS,200,https://tass.com/,20,,2519,↗
tbdailynews.com,mixed,QS,,,,,141718,2018,TB Daily News,https://mediabiasfactcheck.com/tb-daily-news/,,200,https://tbdailynews.com/,,,4933,↗
teaparty.org,low,QS,some-fake,,,,69876,2004,Tea Party Inc.,https://mediabiasfactcheck.com/tea-party-inc/,,200,https://www.teaparty.org/,12.5,1,879,↗
teapartypatriots.org,mixed,QS,,,,,834488,,Tea Party Patriots,https://mediabiasfactcheck.com/tea-party-patriots/,https://en.wikipedia.org/wiki/Tea_Party_Patriots,200,https://www.teapartypatriots.org/,,,4886,↗
technocracy.news,very-low,CP,,,,,163980,,Technocracy News,https://mediabiasfactcheck.com/technocracy-news/,,200,https://www.technocracy.news/,20,1,2725,↗
tehrantimes.com,mixed,QS,,,,,40821,1998,The Tehran Times,https://mediabiasfactcheck.com/tehran-times/,https://en.wikipedia.org/wiki/Tehran_Times,200,https://www.tehrantimes.com/,,,4890,↗
teoinfo.com,,,fake-news,,,,10293087,2017,TEO info,,,200,http://teoinfo.com/,,0,882,↗
tfp.org,low,QS,,,,,535195,1997,"American Society for the Defense of Tradition, Family, and Property",https://mediabiasfactcheck.com/american-society-defense-tradition-family-property/,"https://en.wikipedia.org/wiki/American_Society_for_the_Defense_of_Tradition,_Family_and_Property",200,https://www.tfp.org/,,1,1598,↗
the-postillon.com,(satire),S,parody,,1,,812751,2016,The Postillion,https://mediabiasfactcheck.com/the-postillion/,,200,https://www.the-postillon.com/,,,886,↗
theamericanmirror.com,low,QS,,,,,41184,2014,The American Mirror,https://mediabiasfactcheck.com/the-american-mirror/,,200,https://www.theamericanmirror.com/,22,1,890,↗
theantimedia.com,mixed,CP,,,,,556119,,The Anti-Media,https://mediabiasfactcheck.com/the-anti-media/,,200,https://theantimedia.com/,20,,2423,↗
thebeardedpatriot.com,low,QS,,,,,690029,2013,The Bearded Patriot,https://mediabiasfactcheck.com/the-bearded-patriot/,,200,https://thebeardedpatriot.com/,,1,2379,↗
thebeltwayreport.com,mixed,QS,,,,,412614,2018,The Beltway Report,https://mediabiasfactcheck.com/the-beltway-report/,,200,https://thebeltwayreport.com/,7.5,,4916,↗
thebigriddle.com,,,some-fake,,,,5451790,,The Big Riddle,,,200,http://www.thebigriddle.com/,,0,893,↗
thecommonsenseshow.com,very-low,CP,,,,,86879,2012,The Common Sense Show,https://mediabiasfactcheck.com/the-common-sense-show/,,200,https://thecommonsenseshow.com/,,1,897,↗
theconservativebrief.com,mixed,QS,,,,,470471,2018,The Conservative Brief,https://mediabiasfactcheck.com/the-conservative-brief/,,200,https://www.theconservativebrief.com/,,,4887,↗
theconservativetreehouse.com,low,QS,some-fake,,1,,20132,,The Last Refuge,https://mediabiasfactcheck.com/the-last-refuge/,,200,https://theconservativetreehouse.com/,17.5,1,898,↗
thedailybell.com,low,QS,,,,,552145,2008,The Daily Bell,https://mediabiasfactcheck.com/the-daily-bell/,,200,https://www.thedailybell.com/,,1,1834,↗
thedailyconspiracy.com,low,CP,,,,,561490,2017,The Daily Conspiracy,https://mediabiasfactcheck.com/the-daily-conspiracy/,,200,https://thedailyconspiracy.com/,,1,1550,↗
thedailysheeple.com,low,CP,,,,,106904,,The Daily Sheeple,https://mediabiasfactcheck.com/the-daily-sheeple/,,200,https://www.thedailysheeple.com/,,1,903,↗
theduran.com,low,QS,,,,,52229,2016,The Duran,https://mediabiasfactcheck.com/the-duran/,,200,https://theduran.com/,7.5,1,906,↗
thefakenewsgenerator.com,,,,1,,,715604,2018,The Fake News Generator,,,200,https://thefakenewsgenerator.com/,7.5,0,2187,↗
thefederalistpapers.org,low,QS,,,,,138049,,The Federalist Papers Project,https://mediabiasfactcheck.com/the-federalist-papers-project/,,200,https://thefederalistpapers.org/,34.5,1,913,↗
theforbiddenknowledge.com,low,CP,,,,,4664670,1999,The Forbidden Knowledge,https://mediabiasfactcheck.com/the-forbidden-knowledge/,,200,https://www.theforbiddenknowledge.com/,,1,916,↗
thefreedomtimes.com,low,QS,,,,,1178635,2018,The Freedom Times,https://mediabiasfactcheck.com/the-freedom-times/,,200,https://www.thefreedomtimes.com/,,1,4691,↗
thefreethoughtproject.com,low,CP,,,,,37928,,Free Thought Project,https://mediabiasfactcheck.com/free-thought-project/,,200,https://thefreethoughtproject.com/,17.5,1,918,↗
